Tweet,mpqa-posCount,mpqa-negCount,BingLiu-posCount,BingLiu-negCount,AFINN-posScore,AFINN-negScore,S140-posScore,S140-negScore,NRC-Hash-Sent-posScore,NRC-Hash-Sent-negScore,NRC-10-anger,NRC-10-anticipation,NRC-10-disgust,NRC-10-fear,NRC-10-joy,NRC-10-sadness,NRC-10-surprise,NRC-10-trust,NRC-10-negative,NRC-10-positive,NRC-10-Expanded-anger,NRC-10-Expanded-anticipation,NRC-10-Expanded-disgust,NRC-10-Expanded-fear,NRC-10-Expanded-joy,NRC-10-Expanded-sadness,NRC-10-Expanded-surprise,NRC-10-Expanded-trust,NRC-10-Expanded-negative,NRC-10-Expanded-positive,NRC-Hash-Emo-anger,NRC-Hash-Emo-anticipation,NRC-Hash-Emo-disgust,NRC-Hash-Emo-fear,NRC-Hash-Emo-joy,NRC-Hash-Emo-sadness,NRC-Hash-Emo-surprise,NRC-Hash-Emo-trust,SentiWordnet-posScore,SentiWordnet-negScore,Emoticons-posScore,Emoticons-negScore,Negation-negationCount
'We\"re very busy #coding a whole network manager for #unity3d based on #steamworks networking. #gamedev #indiedev #3amDeadTime #horror #game',0,1,0,0,0,0,3.253,-0.559,2.349,-4.797,0,1,0,0,0,0,0,0,0,0,0.668374,0.88826,0.431311,0.839248,0.60484,0.263152,0.459624,0.784491,2.454627,1.837511,0.989648,1.298778,0.367598,1.469347,0,0.335335,1.85251,0.338984,1.227083,-0.041667,0,0,0
'White Americans are worried about Arab terrorists. Black Americans are fearful of a terrorist in a Police uniform on a daily basis.',2,3,0,2,0,-9,2.297,-3.699,1.264,-9.752,1,2,1,3,1,4,1,2,4,2,1.124607,0.47082,0.889332,1.264882,0.400538,0.7073,0.238508,0.543667,4.000048,1.708037,0.233665,2.112094,3.21136,7.482286,0.414594,0.360054,0.24351,0.105781,0.379861,-2.578963,0,0,0
'@yellowsuburbia really?? after so long that\"s shocking tbh',0,2,0,1,0,-2,0.621,-1.877,0.624,-4.51,0,1,0,0,0,0,0,0,0,0,0.915167,0.412714,0.935622,0.841791,0.240948,0.588843,0.503583,0.36484,3.170873,0.802927,0.026033,0.55659,0.793064,0.038742,0.330124,0,0.452901,0,0.5625,-0.095139,0,0,0
'@Montel_Williams If this ban goes through, it will harm so many people, disabled veterans, people who have #chronicpain,  #iamkratom',1,2,0,2,0,-4,2.651,-3.031,1.18,-8.313,0,0,0,2,0,1,0,0,3,0,0.718762,0.952669,0.544442,0.594749,0.915255,0.358713,0.545644,1.380101,2.867161,2.37284,1.321547,0.214607,4.409057,0.288005,0,0,0.137845,0.750653,0.120969,-1.166667,0,0,0
'@BBCPolitics @BBCNews I\"d rather leave my child with @BorisJohnson #shudder',0,0,0,0,0,-1,1.034,-1.938,0.7,-9.634,0,1,0,0,1,1,1,0,1,1,0.412023,0.18276,0.272769,0.406544,0.124615,0.183887,0.095755,0.254793,1.610433,0.468093,0.314469,0,0.931887,0.078836,0.124434,0.0958,0,0.006268,0.041667,-0.325481,0,0,0
'The majority of my clients have family/ partner/ day job/ life AND write their beautiful books.  #gratitude #HARDwork',1,0,1,0,3,0,7.216,-0.858,13.141,-1.959,0,0,0,0,2,0,0,1,0,2,0.497916,0.587919,0.478231,0.401227,1.028239,0.223118,0.267918,0.713615,1.849151,1.723017,0.177762,0.629613,0.912496,0.211487,5.190859,0.214218,1.668847,3.880534,0.782576,0,0,0,0
'Tremor!!!\n ',0,0,0,0,0,-2,0.241,0,0,0,1,1,0,1,0,1,0,0,1,0,0.079344,0.091714,0.040714,0.022238,0.103374,0.00459,0.028733,0.024017,0.09002,0.145371,0,0,0,0,0,0,0,0,0,-0.3125,0,0,0
'A Lysol can got stuck in spray position and we\"re all slowly suffocating from the trash can that smells like a Febreeze factory. #panic',1,1,1,4,2,-2,2.851,-5.99,4.396,-3.709,0,0,2,1,0,2,0,0,2,0,1.189805,0.747211,1.752353,1.257563,0.538483,0.506968,0.38967,0.826833,4.733329,1.771304,1.343543,0.141041,3.746606,2.564642,0.527771,0.418469,0.208017,0.151293,1.216667,-0.226877,0,0,0
'@TweetinderKaul @rupasubramanya @chandanwriter @TheQuint @ShivAroor future convicts rush in where TRP hogs fear to tread #HomilyHour',0,1,0,2,0,-2,2.253,-1.957,0.913,-1.622,1,0,0,1,0,0,0,0,1,0,0.749203,0.181422,0.40222,0.868117,0.050064,0.464137,0.086134,0.219984,1.97015,0.441195,0.224535,0.175876,0,3.073916,0.033272,0,0,0.736438,0,-1.35119,0,0,0
'Overtime... #TeamNA #WCH2016 ',0,0,0,0,0,0,0,-0.991,0,-0.907,0,0,0,0,0,0,0,0,0,0,0.185445,0.101374,0.067619,0.083698,0.021597,0.052909,0.046365,0.019882,0.622108,0.052209,0,0,0,0.501121,0,0,0.159582,0,0,0,0,0,0
'Are you worrying/worried?\n1Peter 5:7\nThrow all your worry on him, because he cares for you. #faith #leadership  #mindfulness #success',0,2,0,1,2,-3,4.463,-1.243,11.306,-4.514,0,1,0,1,0,1,0,0,1,0,1.004623,1.077837,0.645593,0.849383,1.29061,0.585549,0.499752,1.806513,3.350449,3.915549,0.983193,0.061206,1.454092,1.027671,5.642495,0.030216,0.179296,6.127188,0.522917,-0.09697,0,0,0
'dread pitt',0,1,0,1,0,-2,0.231,-0.853,0.036,-1.179,0,1,0,1,0,0,0,0,1,0,0.172977,0.074852,0.015088,0.090306,0.029757,0.012139,0.039929,0.086391,0.12746,0.148436,0,0.851184,0.293293,0.871041,0,0,0.299629,0,0,-0.6875,0,0,0
'Bloody hell Pam, calm yourself down. But could have sworn something black &amp; hairy just ran across the carpet, #perilsoflivingalone ',3,4,1,2,2,-7,3.341,-4.907,3.094,-3.533,2,0,3,2,0,3,0,0,4,1,0.855742,0.637615,0.570658,0.769398,0.451859,0.380226,0.445905,0.966396,3.50704,1.830134,2.429983,0.213991,2.624713,0.788238,0.399666,0.141006,0.847823,0.811667,1.117993,-2.454063,0,0,0
'I am going to make it my life\"s mission to discourage anyone from using @CapitalOne. They will rob you blind',1,2,0,2,0,-3,4.091,-1.986,1.22,-4.072,1,0,1,2,0,2,0,0,3,0,0.700042,0.885712,0.53166,0.731866,0.499005,0.357723,0.298846,0.969754,3.095178,2.240198,0.509828,0.811884,0.952112,0.732467,1.134179,0,0.044807,1.467526,0.425511,-1.55,0,0,0
'We\"re all in D. T. (Discipleship training or detox) for something. #messy #fearful #cutoff #choosefreedom #CryOut16',0,0,0,0,0,0,2.585,-0.433,2.182,-4.821,0,0,0,0,0,0,0,0,0,0,0.79914,0.721473,0.42895,0.721363,0.52532,0.314627,0.317772,0.972226,2.623723,2.395832,0.229172,0.472488,0.737328,2.278762,0.217988,0.024296,0.34012,0.151293,0.708333,-0.0625,0,0,0
'Hey @gmail why can I only see 15 sent emails? Where\"s the thousands gone? ',0,0,0,0,0,0,4.703,-3.46,0.303,-5.726,0,0,0,0,0,0,0,0,0,0,1.179772,0.857577,0.988059,1.188366,0.662603,0.738135,0.62436,1.045251,4.187151,1.626075,1.177889,0.532767,0.553569,1.346579,0.009786,1.428361,0.198127,0,0.086458,-0.672917,0,0,0
'@aidankerrpol I think you should do. Get the fashion police involved. #shocking',0,0,0,0,0,0,1.979,-1.484,0.729,-4.921,0,0,0,1,0,0,0,1,0,1,0.755289,0.661494,0.503758,0.553829,0.415819,0.226048,0.359684,0.562338,2.491824,1.347833,0.316207,1.074181,0.986969,0.73828,0,0.185201,1.155701,1.392598,0.479067,-0.146635,0,0,0
'Wishing i was rich so i didnt have to get up this morning #poor #sleepy #restless #sad #needsmoresleep',2,0,1,0,3,0,0.654,-9.492,0.875,-15.864,0,0,0,0,0,0,0,0,0,0,0.982301,0.794065,0.94265,0.658629,0.501871,1.060035,0.504828,0.52613,3.57099,1.490601,0.651804,0.285095,1.04896,1.536889,1.542306,4.14854,0.826631,0.043598,1.160329,-0.25,0,0,1
'Came in to work today 1.5 hours late.1st thing I hear: \"Ma\"am,the big boss has been waiting for you in his office.\" #panic #hateBeingLate 😩😪',0,0,1,0,1,0,3.774,-5.394,4.758,-2.001,0,0,0,0,0,1,0,0,1,0,0.976652,0.891133,0.8235,1.194137,0.603352,0.50195,0.367849,1.398872,4.127856,2.881591,0.58526,2.101699,0.347805,3.461997,0.959677,0.259928,1.668232,0.166457,1.454806,-0.472024,0,0,0
'@S_Moore24 wow that sounds terrific',2,0,2,0,8,0,2.664,-0.007,3.306,-0.343,0,0,0,0,0,1,0,0,0,0,0.17543,0.15726,0.283361,0.174488,0.146176,0.077429,0.228107,0.088422,0.665617,0.367966,0,0.438893,0.088092,0,0,0,1.148217,0,0.21875,0,0,0,0
'@CornflakeDaddy @youngvulgarian Yeah, it was sooo horrific, I needed to sit down',0,2,0,1,1,-3,1.14,-3.338,1.121,-2.556,1,0,1,1,0,1,0,0,1,0,0.679359,0.523924,0.301595,0.445666,0.403912,0.254073,0.321806,0.597074,2.410112,1.366895,0.083061,0,1.027488,0.473629,0.564077,0,0.676993,0,0.0625,-1.005456,0,0,0
'Mom you remember when Narley died? You cried like a baby! #bully',1,0,1,1,2,-5,2.41,-4.066,0.62,-5.822,0,0,0,0,1,0,0,0,0,1,1.068044,0.522379,1.274149,1.427302,0.682143,1.745304,0.412039,0.782207,3.532471,1.728699,0.596023,0.026273,1.890202,0.275616,0.354727,3.43165,0.262231,0.332915,1.403274,-0.104167,0,0,0
'@OC_Transpo some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses? #awful #solate',1,2,0,2,0,-4,2.769,-4.942,1.28,-11.099,0,0,0,0,0,0,0,0,1,0,1.106568,0.764734,0.893171,0.862494,0.568025,0.77715,0.373337,0.746472,4.139711,1.571692,1.346044,0.689816,2.791591,1.706397,0.526218,1.069928,0.575656,0.538018,0.396131,-0.574392,0,0,1
'The most important characteristic of leadership is the lack of #fear.  #activism #equity #revolution',1,1,1,1,3,-2,1.163,-1.152,0.71,-3.055,0,0,0,0,0,0,0,1,1,1,0.456858,0.237074,0.56666,0.459573,0.159541,0.158,0.091659,0.590522,1.583167,1.073483,0,0.679333,0.134721,2.200194,0.322457,0.091707,0.00592,0.948837,0.808333,0,0,0,0
'@SAHARTHERAPPER I unfollowed without hesitation &lt;3',0,0,0,0,0,0,0.782,-2.044,2.331,-2.917,0,0,0,1,0,0,0,0,1,0,0.546005,0.226224,0.454445,0.458464,0.681587,0.667818,0.151322,0.259763,1.883807,0.628081,0.660076,0,0.445299,1.258806,0,0.454341,0,0,0,-0.25,3,0,0
'@Red9Nick @Audi_Nutz @NickBuck08 @Thompson2Neil @Insaniti_LFC @knoller2 @KemlynRoadStand @godisared don\"t be shy their great people�?�?��?�?�',1,1,1,0,3,-1,1.987,-0.422,1.467,-2.442,0,0,0,0,0,0,0,1,0,1,0.38786,0.482546,0.2444,0.395002,0.891668,0.17813,0.307322,0.618774,1.571542,1.426222,0.544063,0,0.710923,0.270658,0.836466,0.055618,0.190475,0.00966,0.661607,0,0,0,0
'Time for some despair #SDR3  #fuckthisanime',0,1,0,1,0,-3,0.742,-0.692,0.174,-0.967,1,1,1,1,0,1,0,0,1,0,0.0366,0.126568,0.024457,0.045496,0.078504,0.00848,0.044545,0.135588,0.164849,0.521362,0.028972,0.061206,0.230911,0.053112,1.31343,0,0.012617,0,0.44375,-0.25,0,0,0
'#travelfail #virgin #virginaus and #etihad #nightmare ... And now we\"re also delayed. #obvs 🙄😠',0,0,0,1,0,-1,1.628,-1.925,1.626,-7.693,0,0,0,0,0,0,0,0,1,0,0.322204,0.325117,0.257472,0.40122,0.232059,0.113831,0.132789,0.46086,1.471304,1.084308,0.657462,0.213217,0.692877,1.633762,0.153381,0.207996,0,0.151293,0.020833,-0.375,0,0,0
'shake fries',0,1,0,1,0,0,0.563,0,1.201,0,0,0,0,0,0,0,0,0,0,0,0.050585,0.019097,0.023647,0.008387,0.023607,0.006247,0.00794,0.05328,0.065079,0.113586,0,0,0.807686,0.073183,0.016522,0,0.125595,0,0.0625,-0.157738,0,0,0
'I really hate Mel and Sue. They think they\"re hilarious and they\"re just awful',2,2,1,3,2,-8,4.777,-5.558,0.888,-8.825,3,0,2,2,1,3,1,0,3,1,0.908666,0.484547,0.772198,1.016079,0.375652,0.399087,0.415831,0.777535,4.088543,1.593121,1.776387,0.563502,2.640783,0,0,0.103025,0.800766,0,1.649918,-1.340774,0,0,0
'@_jamiebraidwood haha, horrific is all that needs to be said. Glad I\"m away to Spain on Sat so missing game �?��?��?�☉☉',1,2,1,1,6,-5,3.236,-6.264,1.042,-5.331,1,1,1,2,1,2,0,0,2,1,1.002453,0.979967,0.737379,0.9517,0.875574,0.520431,0.562908,1.067616,3.662474,2.385447,0.295363,0.714354,1.250688,0.891183,0.87451,1.249868,1.276655,0.00966,0.645833,-1.65625,0,0,0
'@kevinrouth Now that\"s what I call a gameface! #gameface ',0,0,0,0,0,0,1.273,-0.618,0.694,-1.322,0,0,0,0,0,0,0,0,0,0,0.456945,0.308585,0.650905,0.618889,0.345547,0.28724,0.207097,0.370645,2.171177,1.040469,0.18259,0.220347,0.10375,0.053455,0,0,0,0,0.292956,-0.166667,0,0,0
'Happy Birthday to my favorite author, @StephenKing  #writer #author',2,0,2,0,5,0,4.014,-0.531,4.754,-0.092,0,2,0,0,3,0,1,3,0,4,0.247169,0.227513,0.139514,0.201317,0.158026,0.120757,0.107857,0.242293,1.204289,0.683902,0.047555,0.602922,0,0,3.096949,0.184761,0.424215,0,1.139583,0,0,0,0
'@RJAH_NHS @ChrisHudson76 @mbrandreth #course day # potential Leadership #excited #nervous # proud',2,0,1,0,3,0,3.366,0,3.123,-0.887,0,1,0,0,1,0,0,1,0,1,0.041941,0.176428,0.008527,0.045669,0.065514,0.028484,0.049153,0.553137,0.133535,0.737305,0,1.821329,0,3.632572,1.930707,0.148301,0.367394,1.674642,0.397024,-0.208333,0,0,0
'@JamieSmart93 that was shocking!',0,1,0,1,0,-2,0.449,-0.786,0.208,-3.342,0,0,0,0,0,0,0,0,0,0,0.542959,0.259022,0.671999,0.480731,0.248484,0.347466,0.386865,0.125118,1.502287,0.521926,0,0.228654,0.784342,0,0,0,0.35176,0,0,-0.041667,0,0,0
'#Trends thread;\"P)..it was in my #drafts&amp;now #posted 2 mins after my #birthday..so #close:\"O!:\"\"/...but anyway it #really was the #start of',0,0,0,0,0,0,4.461,-2.893,8.033,-4.025,0,0,0,0,0,0,0,0,0,0,1.418755,1.200529,1.084379,1.54594,1.094723,0.769158,0.664849,1.424379,6.086658,2.486991,1.426431,0,0.421015,0.182173,1.195425,1.203251,1.578053,0.137082,0,0,0,0,0
'@UndeadLayne @Lauren_Southern all the bully',0,1,0,1,0,-2,0.092,-0.278,0.22,-1.558,1,0,0,1,0,0,0,0,1,0,0.231321,0.068896,0.242342,0.169047,0.095874,0.041469,0.071005,0.061703,0.570908,0.169941,0,0,0.924743,0,0,0.205679,0,0.135228,0.520833,0,0,0,0
'@jk_rowling never thought an angry oompa loompa would be my Boggart, but there you have it. #boggart #PresidentTrump ',0,1,0,1,0,-3,0.939,-2.996,0.679,-4.585,1,1,1,0,0,0,0,0,1,0,0.874238,0.736365,0.643188,0.767117,0.598313,0.558597,0.723563,0.747743,3.404466,1.639668,1.327651,0,0.229022,0.048013,0,0.117649,0.755989,0.180817,0.120969,-0.697917,0,0,1
'@lukeshawtime terrible',0,1,0,1,0,-3,0,-1.766,0,-1.856,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.024347,0,0.330105,0,0,0.31214,0,0,0,-0.847917,0,0,0
'$100 says Teufel is \"reassigned\" within the organization before next year, but I wish it was sooner... #Mets #thirdbasecoach #terrible #lgm',1,0,0,0,1,0,2.227,-4.158,1.385,-9.436,0,1,0,0,1,0,1,1,0,1,0.969668,1.129531,0.737337,1.055013,0.441375,0.571857,0.696338,0.93537,3.978866,1.590506,0.608518,1.529536,0.895923,1.462666,0.57461,0.912738,0.557733,0.534694,0.23125,-0.15625,0,0,0
'Don\"t forget 2 test yr #smoke #alarm, #carbon #monoxide #detector #batteries. It could save your #life. �?��?� #Lovinleeds',0,1,0,0,2,-1,3.207,-1.97,2.812,-3.631,0,0,0,0,1,0,0,2,1,2,0.620027,0.673641,0.483237,0.623986,0.526205,0.391218,0.288307,0.672599,2.747412,1.5054,0.518154,0,0.644457,0.793008,1.294931,0.121277,0.363078,0.593373,0.625496,-0.125,0,0,0
'@wrexham I\"ve joined holidog, paw shake and tailster and have one regular customer I just love it 🙈🙈haha @EmilyHD26 @ellshd',2,1,1,1,3,0,3.361,-2.236,3.659,-1.853,0,0,0,0,1,0,0,0,0,3,0.49179,0.407944,0.399273,0.556223,0.306981,0.327875,0.445311,0.486077,2.71541,1.061436,0.55745,0.312187,0.653374,0.073183,0.985228,0.364284,0.618405,0.331603,2.43466,-0.430047,0,0,0
'@HillaryClinton Americans for HRC! Now maybe, as you see the world getting rid of terror to save their countries you\"ll get the  DEMS out.',0,2,0,1,2,-3,4.557,-2.533,1.894,-8.19,0,0,0,1,1,0,0,1,1,1,1.238489,1.462724,0.941362,1.159648,1.112655,0.446113,0.677414,1.434378,4.466025,3.581115,1.174104,1.698045,2.775621,2.407294,0.275509,0.023358,0.108124,0.910639,0.57652,-1.30303,0,0,0
'I\"m curious to know just how much money the original Air Bud made to justify the continuation of these awful sequels and spinoffs.',4,1,0,1,1,-3,4.606,-4.759,3.328,-6.856,2,2,1,1,1,1,1,1,1,1,1.037539,0.807217,0.89251,1.130633,0.63903,0.488033,0.53588,1.129341,4.324906,2.429732,0.387375,1.881134,1.816565,0,0.619404,0.116578,0.679021,0.292031,1.829821,-0.965774,0,0,0
'I am in #shock and #awe and the places my #toddler manages to get his dinner.',0,0,0,0,0,0,0.719,-1.718,4.281,-0.99,0,0,0,0,0,0,0,0,0,1,0.638989,0.539997,0.514325,0.58782,0.324083,0.259995,0.188792,0.612901,2.373706,1.512035,0.902809,0.119409,0.409055,0.396688,0.359913,0.366691,1.829754,0,0.069923,-0.166667,0,0,0
'@Mista_Nightmare i dont understand why u do videos every week spend time with your family instead of working on horror #takeabreak',1,1,0,0,0,0,2.258,-3.878,2.038,-5.623,1,1,1,1,0,1,1,0,1,1,0.929786,0.693123,0.632181,0.616703,1.159428,0.575385,0.342075,1.050885,3.209692,2.053123,1.54108,0.476758,0.983141,1.129767,1.591091,0.114686,1.798432,0.074478,0.804167,-0.375801,0,0,1
'In addition to fiction, wish me luck on my research paper this semester. 15-20 pages, oh boy. #daunting',2,1,1,1,4,0,3.417,-3.97,4.223,-0.924,0,1,1,0,1,0,1,0,1,1,0.749524,0.666031,0.517142,0.617624,0.349123,0.408834,0.388137,0.638832,3.087347,1.569372,0.403752,1.728647,0.054813,1.988765,1.353557,0.505152,2.793261,0.163399,0.352083,-0.25,0,0,0
'@OpheliaMCFLY_GD yes!! Once I\"m done with people I\"m really done.... lying to me is the worse thing someone can do I\"m a nightmare 😂',1,3,0,3,1,-3,4.929,-6.322,1.462,-6.523,1,0,1,2,0,1,0,0,3,0,1.330098,1.287104,1.153921,1.344108,1.128047,0.673077,0.608836,1.51143,5.580131,3.454763,1.145389,0,1.451264,1.367561,0.382765,0,1.772031,0,0.6875,-1.012575,0,0,0
'.@monsoonuk Ordered before 10pm last night, paid for next day. Didn\"t bother to fufill order. Now 14 working days for a refund! ',0,1,1,1,0,-2,2.551,-4.314,3.862,-4.645,0,0,0,0,0,0,0,0,1,1,0.870458,1.252287,0.578604,0.823843,0.821011,0.516129,0.524814,1.152519,3.239623,2.961299,2.120073,1.11524,0.347756,2.191957,1.558365,0.590177,1.00963,0,0.658387,-1.007242,0,0,0
'@Morning_Joe @JoeNBC @mikebarnicle Trump says the refugee situation \"is not just about terrorism it\"s about quality of life.\" Take note.',2,1,1,1,2,0,3.341,-3.339,2.32,-14.396,1,0,1,1,0,2,1,0,1,0,1.180414,0.464599,0.911156,1.248111,0.275411,0.551,0.37306,0.790976,4.609017,1.098031,0.481644,0.637527,0.785769,1.261559,1.088382,0,0.33872,1.425316,2.369206,-0.375,0,0,1
'@Marissa_Frost @NevAmore_MFC awe I love you twooo!!! come adventure with me someday!',3,0,2,0,5,0,4.194,-0.923,4.018,-0.882,0,1,0,0,1,0,0,0,0,2,0.335715,1.003885,0.271286,0.328377,1.08461,0.244908,0.352364,0.795984,1.252387,1.872796,0.183306,0.81626,0.143609,0.209638,1.820933,0.692954,0.873604,2.517378,1.803469,-0.125,0,0,0
'I\"m so confused by the new American horror story 😩',0,2,0,1,0,-2,2.053,-1.484,1.186,-1.605,1,0,1,1,0,1,1,0,1,0,0.586484,0.41247,0.482164,0.674423,0.368047,0.338253,0.232092,0.378769,2.465158,1.216343,0.026033,1.731232,0.172755,0.990129,0.213647,0,0.292979,0,0.181548,-1.066071,0,0,0
'@gdimelow @TheDailyShow @NivenJ1 @jordanklepper These interviews scare the crap out of me. I never imagined so many dumb, dumb Americans.',0,3,0,4,0,-11,1.28,-4.847,0.985,-10.057,1,1,1,1,0,0,1,0,4,0,0.761345,0.506663,0.807597,0.803472,0.38871,0.592083,0.315428,0.623531,3.65603,1.412619,1.965871,0.802527,1.472372,2.634583,0.206625,0.164498,0.826916,0.0047,0.104167,-2.105114,0,0,1
'US you need to band together not apart #nevertrump he promotes hatred and fuels ',0,1,0,1,1,-3,2.089,-2.514,1.296,-4.387,1,0,1,1,0,1,0,0,1,0,0.577759,0.740732,0.368543,0.604636,0.595309,0.462078,0.210114,1.134629,2.065345,2.265276,1.761895,0.086067,1.070132,0.138215,0.021856,0.254366,0.536672,0.686042,0.306548,-0.533333,0,0,1
'@jamieyates That\"s what we strive for, Jamie! Please don\"t hesitate to reach out if you have any questions along the way. 🙂',1,0,0,0,2,-2,8.557,-1.315,3.986,-5.468,0,1,0,0,0,0,0,1,0,1,1.124731,1.272469,1.075589,1.331697,1.067442,0.532545,0.67934,2.166305,4.68382,4.229772,1.654313,1.048783,0.280242,1.082294,0.900465,0.193161,0.806536,2.508395,0.67519,-0.917614,0,0,0
'@breadf2man @SunApology and it\"s Kelvin Mackenzie tomorrow... #shudder DontBuyTheSun',0,0,0,0,0,0,1.365,-1.019,1.819,-6.434,0,1,0,0,0,0,0,0,0,0,0.31957,0.217146,0.302022,0.375771,0.177919,0.144413,0.138538,0.454605,1.465313,0.88939,0.024281,0.178913,0,0.760418,0.34387,0,0,0,0,-0.041667,0,0,0
'@Simon_Barrett I will watch @BlairWitchMovie when it opens in Mexico in a week. Thank you for making it and don\"t be discouraged.',2,0,1,0,2,-2,4.2,-3.405,2.43,-2.614,0,1,0,1,0,0,0,1,0,1,0.885715,1.520233,0.679232,1.060965,1.550644,0.478056,0.770622,1.529469,3.441873,3.566921,0.69641,1.117482,0.232718,0.925409,1.216644,0.274417,0.34036,0.695683,0.564732,-0.166667,0,0,0
'courage the cowardly dog is like american horror story for kids',2,2,2,1,4,-2,1.351,-1.123,0.232,-3.73,1,0,1,2,0,1,1,0,2,1,0.466237,0.355904,0.658353,0.581488,0.347668,0.221114,0.14258,0.304596,1.48673,1.192102,0.603526,1.311465,1.507059,1.37069,1.020191,0.052568,0.23816,1.425966,0.76875,-0.961905,0,0,0
'Being alone is better than being lonely. Know what is worse than being lonely? Being empty; that\"s right!\n #Loneliness #aloneinthecity ',2,4,2,3,2,-10,2.029,-10.03,1.091,-5.974,2,0,2,3,0,3,0,0,3,0,1.434399,0.69742,1.243715,1.5173,0.693455,1.536993,0.568295,0.867402,5.686635,2.087599,1.157245,0.220347,0.594837,0.221039,0.431414,6.276262,0.075251,0.076903,4.189475,-0.629333,0,0,0
'When someone tells you they\"re going to \"tear you apart\" and all they have to say is \"why are you so tall?\" ',0,0,0,0,0,0,6.92,-5.488,1.875,-7.519,0,0,0,0,0,0,0,0,0,0,1.957836,1.341947,1.30467,2.17962,1.134817,1.37943,0.93,1.884086,7.139951,3.549666,2.270629,0,1.634177,0.193037,0.067646,1.010427,0.276728,0.695561,0.676326,-0.395833,0,0,0
'#India right of reply at #UNGA - #Pakistan preaching of human rights is by a country which is itself the global epicentre of #terrorism',3,0,1,0,0,0,2.618,-3.326,2.897,-5.081,0,0,0,0,0,0,0,0,0,0,1.608148,0.634019,1.046178,1.866125,0.323435,1.03914,0.356281,1.0021,4.354376,1.848831,0.988015,1.361162,2.814037,3.757765,0,0.723082,0.529998,0.22721,0.948345,-0.479167,0,0,0
'Collects all the times when Minerva would chew on his cape. Begins to shiver, runs a hand through his hair. \n\n\"You can surely�?\n@ardentflier',0,1,0,1,0,0,3.776,-1.536,3.455,-2.745,1,1,0,1,0,1,0,0,1,0,1.088099,1.257033,0.834518,1.028461,0.780338,0.366827,0.491204,1.272929,3.722184,2.396893,0.775763,1.062537,2.316111,2.024201,1.283424,0.505784,0.434955,0.166457,0.966667,-0.208333,0,0,0
'Everything you’ve ever wanted is on the other side of fear. –George Addair #ThursdayThoughts #yourpushfactor  #life #quote',0,1,0,1,0,-2,6.443,-1.602,5.421,-0.894,1,0,0,1,0,0,0,0,1,0,0.743586,0.598565,0.572042,0.636852,0.567768,0.413582,0.388919,0.761489,2.440987,1.503417,0.389987,0,0.332754,2.590673,2.324993,0.45875,0.321655,1.42665,0.491815,-1.532197,0,0,0
'Ugh I want to punch a wall every time I have to use @windows 10. Literally the worst product ever made #windows10 #awful #killme',1,3,0,3,1,-5,1.729,-7.103,1.195,-13.598,1,1,0,1,0,1,1,0,1,0,1.484106,0.810423,1.887382,1.252835,0.542643,1.358749,0.581464,0.554582,5.36141,1.50542,3.3186,0.648243,3.395309,0.775051,0.332487,0.599248,0.475747,0,0.62841,-1.927083,0,0,0
'@comcast you charge 150 extra for sending someone out and your cable service still doesn\"t work. That\"s robbery.  #cable #horrible #service',0,0,1,0,0,0,3.398,-5.632,2.557,-13.997,1,0,1,1,0,1,1,0,1,1,1.027563,0.854426,0.783366,1.034562,0.68541,0.437401,0.411946,1.140438,3.804406,2.607329,2.771616,0.109934,2.030982,0.229463,1.698272,0.81394,0.467803,0.166457,0.074877,-1.642757,0,0,0
'@MS_Hiddle_Batch no the flavour of Danish is far better but Danish pastry can be daunting to make!',1,1,1,1,2,-1,3.936,-1.822,4.556,-1.293,0,0,0,0,1,0,0,0,0,1,0.751755,0.841581,0.737882,0.595547,0.688193,0.416356,0.359283,0.841427,3.015477,2.351088,0.179979,0,1.153056,0.187806,0.243859,0.268481,0.350477,0.086563,2.923428,-0.666667,0,0,1
'@AmyMek this is so absurd I could laugh right now (if I also didn\"t feel like crying for the future of our country).  #wakeupcall',2,2,2,1,3,-2,4.129,-6.893,3.095,-6.328,0,0,0,0,1,1,1,0,2,1,1.302726,0.800545,1.211739,1.430058,0.616862,0.782872,0.423137,0.979529,4.834728,2.401689,0.578198,0.402169,1.626388,0.687597,0.659644,1.562602,0.541533,1.116517,2.369178,-0.614583,0,0,0
